Date,Region_Name,Area_Code,Detached_Average_Price,Detached_Index,Detached_Monthly_Change,Detached_Annual_Change,Semi_Detached_Average_Price,Semi_Detached_Index,Semi_Detached_Monthly_Change,Semi_Detached_Annual_Change,Terraced_Average_Price,Terraced_Index,Terraced_Monthly_Change,Terraced_Annual_Change,Flat_Average_Price,Flat_Index,Flat_Monthly_Change,Flat_Annual_Change
01/09/2022,Herefordshire,E06000019,450991.123,156.275661,2.52254615,15.3791156,286508.907,154.172332,2.40959014,14.864427,212257.107,149.474605,2.11800626,13.7696556,135555.655,132.087407,1.63297509,8.56340342
01/09/2022,Telford and Wrekin,E06000020,350587.271,159.430758,1.06102436,16.2712925,201764.71,158.924158,1.26949371,15.9473196,171255.656,155.573183,1.04479046,15.5564225,101192.919,137.095855,0.34166758,10.6421571
01/09/2022,Stoke-on-Trent,E06000021,232570.557,160.483901,-0.0200431,11.1600043,151680.254,160.743803,0.22851351,11.4643138,118823.741,157.654539,0.3077267,10.9377403,87697.7923,137.545196,-0.4749694,5.39703909
01/09/2022,Bath and North East Somerset,E06000022,759487.055,165.296071,0.93720162,16.2720248,467127.428,163.770091,1.00590654,16.7390548,393911.218,159.103189,0.89943956,15.9618847,294779.975,141.278311,0.13326912,11.7379818
01/09/2022,City of Bristol,E06000023,699576.559,181.9758,2.57382985,16.901064,456064.611,182.53544,2.75456323,18.5441853,379741.913,177.492945,2.52846805,18.2377565,267528.431,155.488201,1.97913546,12.5575884
01/09/2022,North Somerset,E06000024,546859.569,166.623387,3.31152145,17.4276206,359709.721,165.829118,3.408612,17.7296993,281307.497,161.461204,3.18297897,17.2979167,198939.21,144.519808,2.54794771,13.0566108
01/09/2022,South Gloucestershire,E06000025,603760.019,173.791114,2.99164585,16.89172,391836.476,173.266787,3.15133736,17.3554363,306349.505,168.029726,2.85126029,16.3126684,200958.304,149.548982,2.10290926,11.5523149
01/09/2022,City of Plymouth,E06000026,414016.102,151.370864,0.34454854,13.9197078,258187.501,150.286468,0.42029722,14.0209842,219909.914,147.668032,0.51685322,13.9831354,135400.176,128.984363,-0.2874084,8.20857599
01/09/2022,Torbay,E06000027,452622.35,165.878465,2.21185623,19.1318891,305001.822,166.365389,2.17750394,19.9790711,234575.516,164.01392,2.0429739,19.7668554,163960.789,143.387059,1.27982867,14.084242
01/09/2022,Swindon,E06000030,475398.149,164.250176,0.17323202,14.6158572,299437.796,163.095645,0.32776345,14.6694981,234837.108,158.247352,0.19324187,13.441591,155898.206,137.83619,-0.4906745,8.59186399
01/09/2022,City of Peterborough,E06000031,395573.107,168.886369,0.59049917,16.7631003,251250.316,168.63268,0.76123609,17.0974839,196163.01,164.102321,0.52555689,16.0726646,125138.522,146.098838,-0.1273581,11.6651619
01/09/2022,Luton,E06000032,500376.519,176.723345,1.69955673,14.1279933,339391.628,177.146231,1.88338917,15.0243421,272606.998,173.334502,1.64117476,14.7397276,158991.048,152.93318,1.24077516,10.6114584
01/09/2022,Southend-on-Sea,E06000033,660245.715,173.369957,2.37627561,11.2582391,443815.774,173.219282,2.53297657,12.195247,345847.97,170.241955,2.43072671,12.0507606,217692.935,150.152634,1.67071267,7.26839216
01/09/2022,Thurrock,E06000034,663608.965,177.123546,2.08436929,13.479433,424494.565,177.440927,2.21908985,13.8717626,339005.424,172.98957,1.96661819,13.3221691,203984.484,151.182174,1.30309244,8.88151069
01/09/2022,Medway,E06000035,543783.939,171.02877,0.2709133,13.5733885,357305.466,169.727949,0.38307689,13.5785008,276309.615,165.950323,0.17843292,13.0893091,186618.472,145.771082,-0.4252916,8.42515404
01/09/2022,Bracknell Forest,E06000036,767674.779,148.077203,1.14909763,16.6403942,463266.842,148.633625,1.44744799,18.1034884,349125.529,143.344256,1.10181518,15.7637892,235459.225,129.90192,0.45964546,13.3814603
01/09/2022,West Berkshire,E06000037,707087.05,147.482384,1.25353071,14.5067975,423938.452,146.901314,1.31826916,15.4153001,334579.352,142.421431,0.96979163,14.4979024,218202.522,127.303659,0.2083638,9.6527614
01/09/2022,Reading,E06000038,699445.384,140.956192,0.55684727,10.096665,434426.666,141.764615,0.72134091,11.430147,340807.492,138.546431,0.37304748,11.2122442,226493.437,122.781936,-0.2015344,7.04856753
01/09/2022,Slough,E06000039,629649.208,150.131554,0.24822449,9.87466769,457624.922,151.101543,0.45554316,11.1934995,355962.948,147.929503,0.23159201,10.7494151,223246.674,129.455605,-0.3721887,5.6247403
01/09/2022,Windsor and Maidenhead,E06000040,1042881.92,137.863944,0.05597934,10.5621423,591480.455,136.791985,0.05779253,12.1489405,500547.091,133.661035,-0.1794617,11.9896367,317045.621,119.557966,-1.0039891,8.69847131
01/09/2022,Wokingham,E06000041,806374.627,155.909993,2.64246881,14.5072782,507548.546,155.418428,2.84155385,15.5749636,388058.195,149.175828,2.51078684,14.0408853,259464.774,133.838111,1.68977672,10.2822764
01/09/2022,Milton Keynes,E06000042,574155.076,168.012696,4.08260815,16.8576852,342167.489,167.009244,4.2137632,16.7592126,281985.359,162.303144,3.8906345,15.6730894,177496.821,144.861718,3.14570231,11.3510647
01/09/2022,Brighton and Hove,E06000043,880813.261,164.2646,0.99722222,15.8748425,572412.343,165.159809,1.15719041,17.5086453,508576.286,160.267634,1.06525244,17.0973513,343508.766,140.28367,0.41862946,10.8283915
01/09/2022,Portsmouth,E06000044,530025.946,159.689351,1.04571652,11.8213845,362386.909,159.901981,1.07275588,12.820576,279589.453,156.246847,0.80298357,12.4175657,176178.411,135.21119,0.0506381,6.29886395
01/09/2022,Southampton,E06000045,439367.933,151.006325,1.47875061,11.8660099,315941.643,152.073344,1.61803048,12.998921,260943.331,149.752751,1.38560897,12.8214267,169795.242,130.629069,0.64580773,7.43308869
01/09/2022,Isle of Wight,E06000046,436849.003,162.967831,0.21674435,15.5219972,300671.759,162.223185,0.25799079,15.8434911,237981.793,159.377484,-0.0125061,15.5654344,156327.383,140.031549,-0.759501,10.2761682
01/09/2022,County Durham,E06000047,223239.344,145.664261,2.66784926,11.1708348,131838.225,142.578334,2.80159137,10.1503193,106992.521,139.718479,2.71755673,9.52233628,79476.1341,123.088132,1.86921161,5.52702069
01/09/2022,Cheshire East,E06000049,493555.724,159.932027,2.58548179,19.4962761,280232.286,157.832669,2.6935223,19.381505,214443.798,153.177578,2.52652724,18.4703081,153563.073,134.647635,1.59385718,13.7724752
01/09/2022,Cheshire West and Chester,E06000050,422250.533,152.127595,2.30240883,13.9016715,254466.742,150.427701,2.40744846,14.1671465,201364.635,147.572069,2.28486931,13.7609764,136887.711,128.244407,1.46888741,8.41683893
01/09/2022,Shropshire,E06000051,416532.238,157.263479,0.74418561,15.4555333,260266.782,154.540566,0.63064193,14.7280558,208488.466,150.689898,0.44133518,14.0743598,140005.612,131.901134,-0.3052039,8.80664302
01/09/2022,Cornwall,E06000052,474736.327,164.96271,1.94645742,19.057192,314818.892,164.065674,1.88610178,19.5155994,257557.342,160.0878,1.6195097,18.6842188,173249.255,141.275738,0.92152069,13.4333156
01/09/2022,Wiltshire,E06000054,539328.354,158.859804,1.3907344,17.3252378,340436.223,157.517803,1.43784686,17.2898998,270468.228,152.68291,1.13750175,16.0913991,164737.694,134.112076,0.35580753,10.6197871
01/09/2022,Bedford,E06000055,589122.399,168.180099,1.09600325,12.9031843,355109.303,166.789778,1.08617916,12.2457382,275480.858,161.774529,0.81893544,11.5247133,182960.25,143.264523,0.31770899,7.74350842
01/09/2022,Central Bedfordshire,E06000056,652422.328,171.594949,0.25130079,16.7841893,399799.577,168.708628,0.35030747,15.9842989,324560.231,162.722005,-0.0168956,14.7558074,197657.249,144.154695,-0.6592474,10.3026177
01/09/2022,Northumberland,E06000057,348146.564,148.275353,3.13592729,16.6324625,193008.832,144.825613,3.16771572,15.3485211,158658.971,141.636058,3.07417867,14.7081792,101047.166,124.819557,2.28278449,9.78487928
01/09/2022,Bournemouth Christchurch and Poole,E06000058,602208.028,158.999103,2.16368227,17.5049657,388267.999,157.976364,2.35936375,19.0933287,315755.388,150.293243,2.04909409,18.4887482,224244.867,138.955011,1.30177865,13.4777747
01/09/2022,Dorset,E06000059,555497.041,156.030249,0.95748766,17.3312566,366626.013,157.683736,0.97024841,18.0693139,292974.259,153.900938,0.67199896,17.2152741,196490.597,134.088656,-0.0985514,12.3898689
01/09/2022,Buckinghamshire,E06000060,892882.659,153.418784,0.36727671,13.894672,485502.176,153.981156,0.4527758,15.01632,380372.038,149.642004,0.13838289,14.0633232,250572.141,132.238513,-0.4782262,10.1676159
01/09/2022,North Northamptonshire,E06000061,439395.016,182.071811,0.91540838,15.1391279,264015.313,180.775518,0.96497749,14.994682,213559.982,175.870728,0.81158263,14.5119046,129683.672,155.691911,0.26030621,9.38959803
01/09/2022,West Northamptonshire,E06000062,490612.468,159.526066,0.15655684,13.2167903,287214.723,160.071814,0.2234121,13.0735182,231134.755,159.156613,0.12122894,13.0039764,148971.976,139.745263,-0.5284041,7.97647049
01/09/2022,Cambridge,E07000008,1075746.39,149.489845,0.78612699,10.9976205,634112.048,146.266694,0.98998777,11.8879138,540397.25,143.468111,0.8970136,12.1798448,323424.29,126.672674,0.05882266,7.31896464
01/09/2022,East Cambridgeshire,E07000009,488753.283,163.253532,1.34078743,17.1345495,323119.819,161.569458,1.25003359,16.75376,281440.503,156.664414,0.97923132,16.3141581,174397.336,136.108685,0.2319623,10.7568108
01/09/2022,Fenland,E07000010,334264.386,170.473115,0.79928458,17.942032,225451.851,169.514729,0.6563977,17.970827,171306.458,165.22182,0.41256505,16.9954118,101320.017,145.093658,0.14503944,13.1153776
01/09/2022,Huntingdonshire,E07000011,512132.183,164.693555,-0.630845,17.089502,314728.956,162.826937,-0.5063573,16.6099434,250560.283,158.200321,-0.801447,15.4862909,159414.404,139.337691,-1.5132098,9.79248165
01/09/2022,South Cambridgeshire,E07000012,660908.369,154.446783,1.38465447,17.4455833,423196.035,152.414208,1.41513183,17.0446224,348720.905,147.225553,1.02369187,16.0520317,235334.083,129.523346,0.30824646,11.6432452
01/09/2022,Allerdale,E07000026,279165.623,141.093776,-1.772028,13.6356661,180919.872,137.454598,-1.9882788,12.7385217,148624.888,133.687541,-2.0578947,11.8594284,108601.565,118.715016,-2.7624469,8.01584834
01/09/2022,Barrow-in-Furness,E07000027,253002.738,142.775537,0.84564466,3.95737539,175788.76,141.774599,0.88196173,4.05525598,122218.296,139.005492,1.07310966,3.5346776,80222.5125,121.224819,0.03158169,-2.0182752
01/09/2022,Carlisle,E07000028,287434.801,138.602864,2.38841938,12.9552962,173206.631,135.026799,2.35806109,11.6839445,132760.088,131.273917,2.36511812,10.6625075,89874.6435,115.341979,1.56998509,6.17004367
01/09/2022,Copeland,E07000029,252495.589,145.026439,2.27883666,12.7580801,149878.253,144.147926,2.10798753,12.267446,121996.064,139.835755,1.91219291,11.3920474,91590.6948,126.08075,1.33778984,6.89173953
01/09/2022,Eden,E07000030,395817.727,160.242067,3.2381924,19.215304,260354.484,158.275139,3.06690035,18.5089954,213631.937,153.018051,2.70848561,17.2048435,144287.08,136.429733,1.6665014,12.4019243
01/09/2022,South Lakeland,E07000031,464974.154,146.914215,-0.700197,15.0161276,307439.221,145.000617,-0.8573127,14.661687,252051.774,140.45208,-1.0739508,13.9378137,171445.608,125.329491,-1.77331,9.86312337
01/09/2022,Amber Valley,E07000032,324870.102,157.985247,2.14074642,11.67501,202433.046,156.676381,2.37326682,11.7423599,165862.268,152.386343,2.03959621,10.890221,119852.843,131.791398,1.20430962,5.68258239
01/09/2022,Bolsover,E07000033,250068.182,174.949806,0.43418823,15.4930923,163292.21,173.25319,0.69669578,15.4083908,134467.764,168.483947,0.46748651,14.0605357,89689.7503,151.429255,-0.0180301,9.92690401
01/09/2022,Chesterfield,E07000034,304131.745,155.981659,1.64204587,9.31817073,188190.331,154.038009,1.85038359,8.58039316,147624.784,150.597705,1.74686194,8.29837175,111998.646,131.19666,0.93374745,3.45299281
01/09/2022,Derbyshire Dales,E07000035,483957.043,153.277538,2.41237065,16.444359,310214.331,151.690765,2.38126893,16.1797283,261527.007,147.306493,2.00631755,15.3767825,191202.354,132.228673,1.36318899,11.3839324
01/09/2022,Erewash,E07000036,312963.964,163.417282,-0.1036416,14.8960298,211185.71,165.23955,0.12605917,16.2571031,165869.431,161.544708,-0.0376947,15.298734,115262.405,140.927792,-0.6306724,9.3926124
01/09/2022,High Peak,E07000037,443358.704,165.360965,-0.6443259,12.8945254,278632.465,165.358898,-0.4887991,13.3487463,206834.587,159.527446,-0.7396697,11.9946522,144523.577,141.083885,-1.5210087,7.45005802
01/09/2022,North East Derbyshire,E07000038,337681.986,164.987148,-0.1361847,19.5347262,214558.892,163.387783,-0.0151294,19.6474375,179233.915,159.096096,-0.2348111,18.7023799,117705.229,140.670604,-0.9836083,13.2084992
01/09/2022,South Derbyshire,E07000039,358250.369,155.620646,0.20536801,17.9458054,221469.648,153.239129,0.30063689,17.0773929,181705.968,147.668143,0.03470091,15.5639773,135714.682,131.579278,-0.7669311,11.3059321
01/09/2022,East Devon,E07000040,569790.567,160.665435,4.22787624,18.1111878,374926.772,159.484842,4.15092625,18.4344074,304646.571,156.663414,3.91454987,18.339669,205336.764,135.547583,3.03973573,11.8487452
01/09/2022,Exeter,E07000041,606940.739,159.427894,0.09834056,17.8503928,376280.74,157.014424,0.16943768,17.6603313,311855.961,151.934696,-0.0958625,17.1267707,188656.111,133.098583,-0.7276447,11.6505909
01/09/2022,Mid Devon,E07000042,463227.478,157.725178,0.66290541,14.7822278,300427.807,156.722117,0.51923905,15.0018597,239963.508,151.542808,0.2327353,13.5432851,155367.864,134.772072,-0.5117391,9.6903619
01/09/2022,North Devon,E07000043,497784.224,170.32927,1.02345287,22.3669363,361823.538,167.641015,1.06084648,21.7103945,260923.932,162.734949,0.85237328,20.4896692,168491.377,144.720764,0.17153339,15.156205
01/09/2022,South Hams,E07000044,645150.241,156.057045,1.46755814,23.8185368,420695.864,155.922063,1.4008017,25.2049381,334124.862,150.346895,1.09117665,23.7796532,232421.371,131.703996,0.27496864,17.8315393
01/09/2022,Teignbridge,E07000045,501580.681,160.514559,1.22092329,17.4168445,331471.636,158.147017,1.32049572,17.3648721,259139.243,154.968952,1.01644224,16.9197381,175400.192,137.238539,0.29491522,11.8879106
01/09/2022,Torridge,E07000046,466566.085,164.734674,-0.5145138,18.2378733,308718.685,164.80871,-0.6071865,18.3771343,240696.519,159.722155,-0.8048867,17.8797282,159026.868,141.133245,-1.6616171,12.1673726
01/09/2022,West Devon,E07000047,493395.694,164.541523,4.25438274,19.4496127,333025.043,163.318022,4.12975402,19.4436044,257184.102,157.990292,3.9045384,18.2004466,158246.546,142.009,3.00607632,14.7535542
01/09/2022,Eastbourne,E07000061,589021.524,166.839786,-1.1231241,13.3505928,405308.124,167.103743,-1.0140538,13.7919864,317384.332,164.774316,-1.0654933,13.7902481,209760.724,143.378296,-1.821065,8.20730546
01/09/2022,Hastings,E07000062,568872.766,201.750983,0.76420015,14.3707387,395392.321,203.414836,0.9075099,15.3722886,305612.831,199.370863,0.78836652,15.3499856,179647.998,175.610955,0.40005854,9.72554224
01/09/2022,Lewes,E07000063,630757.299,157.030767,1.72326223,11.9414098,434872.805,156.079958,1.79143092,12.7142525,352570.394,153.646439,1.55792934,12.4575897,212693.937,135.061511,0.74914635,6.95216556
01/09/2022,Rother,E07000064,614763.859,174.04888,0.74685954,16.2404987,388744.508,174.720303,0.6884452,16.9091661,319256.584,170.924921,0.43773137,16.3375883,205659.814,148.755034,-0.3017364,10.6323723
01/09/2022,Wealden,E07000065,645583.861,160.686198,0.89710955,12.4813272,393233.929,159.456938,0.82372708,12.605218,330816.68,155.905599,0.53106479,12.0708921,206560.719,136.329106,-0.2024457,6.49710407
01/09/2022,Basildon,E07000066,717794.395,175.69877,1.74644596,14.2957615,442592.474,175.347806,1.90145956,14.9172223,337569.874,173.226536,1.76733548,14.6704645,250262.611,153.214761,0.98155126,9.09454698
01/09/2022,Braintree,E07000067,600071.87,169.893224,1.01189841,14.0691512,365590.677,167.206708,1.07248762,13.3741955,299557.124,162.06495,0.73844078,12.0702458,183022.654,144.894145,0.15279337,8.50301467
01/09/2022,Brentwood,E07000068,900419.083,155.518992,0.8293618,7.40729563,544378.804,154.794722,1.07648818,9.32278209,402543.296,151.663015,0.81697656,9.19494252,274951.193,132.332257,-0.0288067,4.32037066
01/09/2022,Castle Point,E07000069,518461.608,169.3102,0.95587049,12.5723011,366783.145,169.434039,0.98165285,13.4688368,311085.852,169.578244,0.80962237,14.4325049,190016.213,149.036733,0.07828436,8.84369995
01/09/2022,Chelmsford,E07000070,704114.05,155.700107,1.42126989,15.3017286,433656.748,154.047981,1.45244673,14.9264106,340371.734,149.82398,1.1105314,14.0036546,223348.864,131.311236,0.39518904,8.82260524
01/09/2022,Colchester,E07000071,556341.153,167.06758,0.65544547,14.7553236,351517.998,166.780182,0.75674785,15.081524,285101.501,163.102577,0.53122067,14.6022334,180810.497,143.597994,-0.1128693,9.31321613
01/09/2022,Epping Forest,E07000072,1050865.36,150.060796,-1.1744204,8.73582353,615167.59,149.287008,-1.2329334,9.82448218,460315.994,146.51802,-1.4895895,9.61566381,306074.495,127.442455,-2.2802801,4.62378368
01/09/2022,Harlow,E07000073,684794.917,167.878057,1.43336348,14.1788268,463960.331,170.412984,1.60550694,16.7278664,333499.782,161.846188,1.29378633,12.6018081,197182.74,143.503613,0.33635494,9.4213501
01/09/2022,Maldon,E07000074,635751.177,174.963915,4.82586047,13.9837605,393362.317,173.297155,4.87959346,14.1234416,292357.805,167.11501,4.48211164,11.9734183,181520.55,145.626955,3.69724146,6.36106539
01/09/2022,Rochford,E07000075,653219.543,174.715785,2.01931896,11.3114277,403752.897,170.314161,1.95875756,10.6960643,341130.809,167.349343,1.70823201,10.6059037,192170.518,144.934056,0.96338623,4.01631986
01/09/2022,Tendring,E07000076,387941.31,173.20782,-0.2751318,15.6368882,270738.24,170.438988,-0.3195008,14.9914536,220104.788,168.819377,-0.3833615,15.0580019,146094.678,147.916816,-1.1390177,9.66155529
01/09/2022,Uttlesford,E07000077,776907.91,159.731758,0.96014712,12.7115772,476507.795,156.2203,0.92093992,12.1834832,378958.349,151.95217,0.55698507,11.5902976,209125.919,133.204353,-0.1337118,6.22537398
01/09/2022,Cheltenham,E07000078,649332.061,165.014561,3.25230927,17.5748232,410849.432,164.349263,3.29270699,18.6465249,331172.783,159.617273,3.1361971,18.3128842,226673.859,140.590024,2.56320559,13.1976683
01/09/2022,Cotswold,E07000079,779980.121,167.761147,1.7169922,20.8089395,472111.552,165.658632,1.56474528,21.3825031,402719.168,159.457677,1.25434068,20.3996618,223611.508,141.797438,0.5251399,15.0304642
01/09/2022,Forest of Dean,E07000080,420252.014,170.468761,0.65318881,18.4840243,270701.429,167.709856,0.476092,17.6153266,220605.877,163.043496,0.25021241,17.1813312,132348.848,142.913226,-0.8219496,10.7361237
01/09/2022,Gloucester,E07000081,429558.682,163.212653,2.45796424,13.7145754,282290.798,163.130488,2.69987888,13.7869285,209385.108,159.50261,2.52907704,13.1453279,139661.78,140.121919,1.88216881,8.38298469
01/09/2022,Stroud,E07000082,572217.357,170.706881,2.47676971,23.4373185,349242.593,169.299295,2.44092034,23.5305492,278776.704,163.249634,2.11052848,22.3758564,177426.676,142.876026,1.37872355,16.1563543
01/09/2022,Tewkesbury,E07000083,579490.769,167.979778,1.63142256,18.7222257,341173.739,163.608602,1.57131516,17.5874855,262398.067,158.489212,1.31682977,16.1146894,157240.605,140.052906,0.48134163,10.3942804
01/09/2022,Basingstoke and Deane,E07000084,646757.033,150.863026,0.56837072,14.334641,401545,151.159217,0.69077373,15.1173533,307317.21,146.373024,0.37973748,13.5661548,193276.409,129.02943,-0.2979049,10.2788644
01/09/2022,East Hampshire,E07000085,743250.007,158.616953,1.22750632,15.5412824,465941.074,159.397016,1.29472298,16.8083907,365133.092,152.29544,0.89985257,14.5000933,218956.781,133.55352,0.15909354,9.10875016
01/09/2022,Eastleigh,E07000086,589448.875,161.348034,0.01444486,14.2363746,376448.681,161.840341,0.23852855,14.772786,306140.968,156.311771,-0.0560101,13.8645911,187787.113,136.732323,-0.742944,8.85773936
01/09/2022,Fareham,E07000087,590778.259,160.235717,2.15164742,13.643294,359538.066,158.519181,2.28329884,13.6428478,300784.701,156.503127,2.09599661,14.0813718,183788.428,137.698148,1.22000753,8.21660624
01/09/2022,Gosport,E07000088,502079.831,164.530735,1.565804,14.2691516,330067.96,165.757668,1.63988175,15.2677743,255991.066,163.024201,1.51152115,15.0594327,171565.328,142.087835,0.75057709,9.38430329
01/09/2022,Hart,E07000089,791738.092,146.554155,1.75427689,14.0973841,473850.332,147.467261,1.97852745,15.4610632,389685.046,141.742151,1.60507274,13.9098132,254517.16,126.302325,0.72621161,10.1971464
01/09/2022,Havant,E07000090,536408.771,159.252093,-0.0681826,12.1265982,363282.512,159.387237,0.13136754,12.8864421,273795.412,157.167196,-0.1509208,12.4786789,168068.49,137.179807,-0.8470863,7.34408893
01/09/2022,New Forest,E07000091,608382.907,155.762648,0.42547782,13.9462152,408965.022,155.740738,0.55460759,15.1515381,320826.8,151.479133,0.26281058,14.3962603,219256.562,133.536695,-0.5869694,9.30450106
01/09/2022,Rushmoor,E07000092,655051.119,156.613881,2.99234148,15.5654501,430203.099,157.529424,3.24374948,16.8749898,347214.619,153.338368,2.92032975,15.6519077,216773.883,136.312809,2.15795057,11.4469731
01/09/2022,Test Valley,E07000093,671967.377,160.50858,1.47329241,16.2140032,402182.755,160.882351,1.54531832,17.2604211,322912.626,155.528312,1.22390617,15.7696654,205898.088,138.326848,0.41636858,12.3295304
01/09/2022,Winchester,E07000094,842649.544,146.841462,0.59623749,10.659036,512470.986,146.809022,0.68232708,11.3893803,429330.22,142.505565,0.40299109,10.4409495,253128.436,124.077408,-0.4464755,5.13872737
01/09/2022,Broxbourne,E07000095,874389.53,152.275813,-2.0265815,7.18037037,508997.178,150.420071,-1.7505884,7.6146885,389923.276,147.187835,-2.0267831,7.12582111,226383.448,128.255397,-2.7176503,1.42364036
01/09/2022,Dacorum,E07000096,1013207.83,155.664279,1.40797041,9.24880438,556670.866,157.453859,1.69154974,11.096262,419902.357,153.859514,1.37163165,10.5372076,281285.931,134.222488,0.58783261,5.28511901
01/09/2022,Hertsmere,E07000098,1203293.24,154.500025,2.16341359,6.22286755,656826.78,153.672842,2.35655818,8.91574428,505420.579,152.24812,2.17077269,9.52319067,342880.913,134.930809,1.28741366,5.13108525
01/09/2022,North Hertfordshire,E07000099,760133.704,157.428263,-0.0883591,9.97707657,471796.852,155.635454,0.07951445,10.2472749,363128.022,152.183002,-0.2038546,9.99244484,229704.576,133.27247,-1.0234262,4.37758039
01/09/2022,Three Rivers,E07000102,1211190.65,155.584236,-0.0994739,12.0465169,626908.663,154.946653,0.09833777,14.7813453,469887.483,150.737573,-0.0521506,14.4151222,317851.011,132.322666,-0.856271,10.4563835
01/09/2022,Watford,E07000103,959992.498,153.64592,-0.7931325,6.42478446,538465.405,154.878028,-0.5701641,8.53683277,426350.413,150.965896,-0.8928979,8.67358059,274696.843,130.89818,-1.4633282,3.28891119
01/09/2022,Ashford,E07000105,586205.842,158.901347,2.32000196,12.7466591,356758.115,157.810949,2.30553028,12.4559167,292134.233,154.01544,2.03926007,11.9284908,188319.431,135.627585,1.38195346,7.27210709
