Date,Region_Name,Area_Code,Detached_Average_Price,Detached_Index,Detached_Monthly_Change,Detached_Annual_Change,Semi_Detached_Average_Price,Semi_Detached_Index,Semi_Detached_Monthly_Change,Semi_Detached_Annual_Change,Terraced_Average_Price,Terraced_Index,Terraced_Monthly_Change,Terraced_Annual_Change,Flat_Average_Price,Flat_Index,Flat_Monthly_Change,Flat_Annual_Change
01/09/2022,Canterbury,E07000106,567025.302,158.690231,-0.6782197,9.28020933,377252.769,158.237639,-0.6260322,9.62797756,315546.465,154.723653,-0.7816857,9.43182569,202337.347,136.106215,-1.4749863,4.48221471
01/09/2022,Dartford,E07000107,742126.656,171.291393,-0.2702222,15.0126328,469904.535,170.258909,-0.159938,15.7982956,365284.88,164.985335,-0.3957843,14.5605621,239226.605,145.786624,-1.076082,10.2190626
01/09/2022,Dover,E07000108,544497.743,176.036758,3.35445112,18.1872855,352284.848,173.80545,3.35969687,17.5530742,270667.83,170.047426,3.19940865,16.9338313,180305.874,149.027935,2.27178078,11.8123466
01/09/2022,Gravesham,E07000109,667023.556,161.6428,1.82241415,8.11186984,395975.535,163.189956,2.01832879,8.97260793,306920.492,160.145608,1.81114564,8.77569269,176288.521,139.034735,1.03566451,2.73608898
01/09/2022,Maidstone,E07000110,625507.568,161.927845,2.74069895,16.8864589,397114.874,158.763024,2.65793455,15.8165124,305739.682,154.43643,2.40890388,15.2247763,194592.784,136.070569,1.78577424,9.93577119
01/09/2022,Sevenoaks,E07000111,992822.968,159.1196,0.17627617,13.4245491,548770.508,159.99557,0.24206937,15.447292,419573.537,156.26299,-0.0929607,14.4489499,281085.285,139.822145,-0.889215,11.5205412
01/09/2022,Folkestone and Hythe,E07000112,568249.338,175.2673,0.03862843,17.0879364,381095.701,174.35527,0.1116098,17.2515413,289168.62,171.292776,-0.0383766,16.8535573,188715.06,151.565953,-0.4950067,11.9955853
01/09/2022,Swale,E07000113,510083.808,172.068078,0.33804551,16.4368277,329732.101,170.623662,0.39963353,16.539156,270721.337,167.581054,0.21499589,16.2363129,168231.417,147.608759,-0.4925259,11.9238721
01/09/2022,Thanet,E07000114,540419.323,190.78611,-2.5784724,15.3497478,371489.593,188.891317,-2.5519607,15.2887213,293628.863,187.38658,-2.5190191,15.5601953,190117.947,164.562358,-3.3025319,10.1642687
01/09/2022,Tonbridge and Malling,E07000115,795217.131,165.120873,1.29061183,15.0289342,469858.011,165.377439,1.4077384,16.1468756,378021.813,160.669379,1.10424743,15.2731143,255815.022,142.143617,0.2690206,10.4853843
01/09/2022,Tunbridge Wells,E07000116,957503.605,160.907616,2.2958044,15.5732452,525678.656,161.843057,2.36334223,16.0407686,434525.623,156.580161,2.10858181,15.0787422,284853.838,137.671056,1.50828557,10.2601172
01/09/2022,Burnley,E07000117,222308.145,166.524498,-1.6073227,13.3620181,143805.252,163.823808,-1.4850712,12.5597301,99038.2253,159.489123,-1.2375125,11.2548251,74025.3602,143.543618,-1.9128704,7.50705249
01/09/2022,Chorley,E07000118,346184.183,153.04009,0.43930304,9.63647931,208631.045,150.098453,0.54445557,9.74758597,161958.66,146.450549,0.51324387,8.79062062,128553.032,131.470068,-0.3350976,4.6956593
01/09/2022,Fylde,E07000119,382577.79,141.411593,-1.4137713,16.7003158,251627.617,137.396265,-1.4796981,15.6644233,201900.726,134.915086,-1.6963964,15.5607616,130174.231,117.857399,-2.3826815,9.7181078
01/09/2022,Hyndburn,E07000120,239738.332,157.501354,-0.3478061,8.47878468,154455.804,156.493641,-0.1550866,8.18733034,111395.685,153.492663,0.21729685,7.37415765,76785.4484,139.876255,-0.8895489,2.89158413
01/09/2022,Lancaster,E07000121,343312.176,150.56055,1.97518293,14.5442447,211620.476,147.157312,1.88625291,13.4671913,172880.431,143.92749,1.91848682,13.2202282,114531.047,127.603041,0.95128905,8.60002622
01/09/2022,Pendle,E07000122,264784.841,165.391498,0.82878248,10.8608703,170812.855,164.104837,0.81418732,10.7740217,116445.84,158.393086,0.71753451,8.7915911,84828.3005,143.588328,0.16118342,6.9805947
01/09/2022,Preston,E07000123,294848.529,137.464287,-0.4179356,10.2191143,178385.92,133.803885,-0.3009975,9.05252358,124805.371,131.354096,-0.2568599,8.29321238,85077.6905,114.826269,-1.1125309,3.61918823
01/09/2022,Ribble Valley,E07000124,436350.935,143.987064,-0.2438981,16.0022566,268701.245,141.128663,-0.3547133,15.5143175,201554.629,135.010034,-0.5358358,13.3546951,167136.918,120.118424,-1.6503675,9.62831186
01/09/2022,Rossendale,E07000125,319140.211,171.132926,-2.3166063,9.85355977,202842.733,171.265446,-2.0102812,10.7346678,150482.788,165.237602,-2.2029455,9.32302809,125527.184,150.844484,-2.9732919,6.17947084
01/09/2022,South Ribble,E07000126,326759.949,146.488787,0.33974859,10.0724795,200887.421,143.931685,0.39510206,9.79150855,154432.041,141.193162,0.35578796,9.20708475,109545.407,122.118025,-0.3848552,4.62832093
01/09/2022,West Lancashire,E07000127,368313.564,154.709815,2.05861847,15.5950926,220918.109,152.481672,2.03201753,14.8852006,163673.444,149.645165,1.92454281,14.1378203,118549.027,130.282128,1.10276409,8.27633891
01/09/2022,Wyre,E07000128,298372.258,145.040975,0.06864021,12.6314633,188950.869,139.678575,-0.1887293,10.442147,150692.981,139.900852,-0.1055961,10.9665322,101485.375,121.31078,-0.9811078,5.27359145
01/09/2022,Blaby,E07000129,420957.365,174.779552,0.9089681,12.6781829,262268.68,172.384247,1.01489191,13.1771868,219618.603,167.409462,0.69517905,12.3429076,142415.373,148.011481,0.10970745,9.0240819
01/09/2022,Charnwood,E07000130,446138.88,169.200579,1.85869715,18.1721603,272104.768,165.820595,1.91412197,17.9377005,216820.802,161.458955,1.67674018,17.1490785,144652.555,143.416498,1.10730509,13.2872208
01/09/2022,Harborough,E07000131,523346.549,163.436327,2.84736831,15.1361671,312828.072,160.776763,2.84222537,14.4112917,259064.238,154.562342,2.49013653,13.0692966,174145.316,137.32503,1.91292089,8.50584983
01/09/2022,Hinckley and Bosworth,E07000132,419430.382,174.785229,0.09449439,17.6909018,266835.858,173.459741,0.19461204,18.2137207,217995.273,169.024968,0.02545178,17.5655266,136313.168,149.145866,-0.2712698,12.2850532
01/09/2022,Melton,E07000133,414354.626,161.530637,0.86101359,13.4660602,270908.892,160.584382,0.79527417,13.0000689,211591.981,155.523737,0.52547638,12.3935686,138049.433,137.542585,0.20204029,7.57305018
01/09/2022,North West Leicestershire,E07000134,392275.984,170.871453,1.15859627,18.6891331,245058.991,167.388632,1.27315088,18.4676908,197677.109,161.425479,0.94404677,16.8639976,141127.897,140.844683,0.27616404,11.2462571
01/09/2022,Oadby and Wigston,E07000135,435584.35,163.049153,-0.3098413,12.29507,259017.366,161.342147,-0.1556642,12.0446233,196658.113,157.594475,-0.3146372,10.846335,157561.632,137.432729,-0.8694161,5.23160216
01/09/2022,Boston,E07000136,280277.377,157.77152,4.26461876,14.6480387,175880.898,157.795915,4.27822526,15.4256787,140316.235,155.420815,4.05748115,14.3136241,96141.988,136.980393,3.51799536,8.19638922
01/09/2022,East Lindsey,E07000137,287532.628,165.102219,0.59121345,14.7415837,197334.736,164.269255,0.44298683,14.7999969,155688.434,160.536453,0.2972307,14.115414,104218.74,141.537529,-0.2139757,9.23591698
01/09/2022,Lincoln,E07000138,297780.219,146.560776,0.79650906,8.83608391,202357.456,147.399776,1.02550021,9.81280804,154849.267,143.699219,0.93528672,9.11155524,113211.289,127.475614,0.22404557,4.70767515
01/09/2022,North Kesteven,E07000139,333902.133,165.756122,2.15683819,16.0117922,227518.011,165.573377,2.17824269,16.8303798,186015.523,160.682093,1.98101788,16.2934495,116912.506,137.367401,1.05113094,9.47259166
01/09/2022,South Holland,E07000140,316468.829,168.493159,3.40725237,18.1874685,218406.332,170.114297,3.33987804,19.7147509,175498.252,166.227242,3.10286193,18.713428,101878.309,141.037154,2.57714109,10.2098855
01/09/2022,South Kesteven,E07000141,401618.749,170.700397,5.1338137,20.1983125,259130.711,170.166994,5.16048871,20.7633864,207427.955,166.820377,5.04840914,19.8611102,130305.458,147.361181,4.18291559,14.6407993
01/09/2022,West Lindsey,E07000142,295669.035,158.882602,-0.3405025,15.8875052,190967.51,158.65017,-0.4902475,16.0659114,153733.926,154.349222,-0.6137329,14.6417835,108709.723,136.811559,-1.1089487,10.5926677
01/09/2022,Breckland,E07000143,387805.164,160.681398,-0.0088859,15.0383926,260696.913,160.630456,-0.0213258,15.8324733,200441.936,155.791353,-0.3120901,14.6397949,119277.844,137.100226,-0.8420778,9.51476606
01/09/2022,Broadland,E07000144,454756.435,166.091523,1.20123737,14.715624,297556.911,164.79424,1.12205747,14.8948851,249239.508,162.027952,0.96327179,15.7056318,160816.826,142.448289,0.09639002,10.2745006
01/09/2022,Great Yarmouth,E07000145,340159.612,164.546183,-1.3836563,17.5201938,228714.3,163.715836,-1.4099658,17.9217089,175997.094,160.256299,-1.4921999,16.3983189,107703.907,141.065007,-1.9037056,11.9738028
01/09/2022,King's Lynn and West Norfolk ,E07000146,373194.475,162.892496,0.63986488,14.5910735,252299.45,162.104098,0.55578805,15.0509205,206690.96,158.608413,0.37321928,14.4173933,126716.03,138.199754,-0.3708718,8.5736664
01/09/2022,North Norfolk,E07000147,474048.572,176.338135,3.65300543,22.0385555,314496.868,174.52189,3.59535671,21.9741584,266345.232,170.402551,3.27512237,21.7258682,173837.549,150.652996,2.74793454,16.3917137
01/09/2022,Norwich,E07000148,474336.008,152.477125,2.54384112,11.1996865,293821.963,153.691975,2.78584077,12.3049195,265300.546,150.433801,2.36293903,12.1876306,161081.096,133.759015,1.75931113,7.06504983
01/09/2022,South Norfolk,E07000149,456279.734,169.42349,1.44609271,15.765588,302036.034,166.811731,1.3771645,15.1578868,252531.326,162.100566,1.13740137,14.4244377,166963.768,143.226801,0.3151861,9.86868011
01/09/2022,Craven,E07000163,482499.481,159.7217,2.27706182,22.2799983,310386.006,155.964312,1.96878284,20.4669986,234251.18,151.261228,1.75821625,19.6626371,190678.999,141.150375,0.84405747,17.8899369
01/09/2022,Hambleton,E07000164,423953.898,144.407031,0.76280089,17.9116249,275682.841,142.24719,0.70044353,17.8362933,223519.549,137.956495,0.3975139,16.460738,129317.003,120.476716,-0.5144734,10.8098332
01/09/2022,Harrogate,E07000165,591731.565,149.478352,0.1161977,18.8306031,350519.134,146.775126,0.02646653,17.98046,285462.987,143.096974,-0.0382266,17.5913538,199568.195,126.604359,-0.7258665,13.1253008
01/09/2022,Richmondshire,E07000166,378313.026,156.148613,4.48020483,15.3564351,256701.404,154.923958,4.45369487,15.827234,224608.764,150.896262,4.20480774,15.2814694,129693.764,132.026662,2.99647758,11.0248184
01/09/2022,Ryedale,E07000167,446662.389,161.452042,2.08815644,18.999743,297360.59,160.186639,1.95065893,19.2937785,245311.381,154.127096,1.63312119,17.9778871,175649.927,135.773498,0.65864749,11.8695617
01/09/2022,Scarborough,E07000168,337503.234,154.135721,0.73420011,11.7971368,226469.789,151.68461,0.61380778,11.2220388,184985.669,149.555441,0.70103369,11.3976088,135792.193,132.374488,0.01410808,6.97939412
01/09/2022,Selby,E07000169,373480.771,155.639362,-0.1856879,13.4288607,223998.331,152.094969,-0.2271258,12.6071124,190774.607,148.465883,-0.4224588,11.3744998,119655.897,131.626889,-1.17946,6.12475528
01/09/2022,Ashfield,E07000170,269995.466,166.069018,1.34615309,11.7069157,176523.582,165.128276,1.59289563,11.8987002,144225.843,162.431264,1.46096361,11.7272992,96134.282,142.487021,0.8158619,7.39070951
01/09/2022,Bassetlaw,E07000171,299277.087,162.358257,0.30149941,14.339168,175453.967,160.452662,0.37643585,13.7406929,144545.246,157.002026,0.14726796,13.0113196,99262.7821,138.975892,-0.2780024,6.71935778
01/09/2022,Broxtowe,E07000172,346761.383,169.344217,0.92863909,15.8869097,235535.975,170.53729,1.13095148,17.1752458,184265.094,166.532613,0.89196855,16.3670572,126811.466,148.46131,0.39095863,12.056828
01/09/2022,Gedling,E07000173,363851.759,175.492086,1.09215994,15.7577589,237132.054,175.424898,1.24981564,16.2919814,179229.529,171.294666,1.05343471,16.1110206,124776.491,150.616259,0.31639771,11.0760443
01/09/2022,Mansfield,E07000174,270016.803,167.544733,0.3129586,19.413733,176765.784,166.271522,0.42704196,18.8746613,137614.576,162.396476,0.3920094,18.2413006,98974.2113,145.307636,-0.3449229,15.6892997
01/09/2022,Newark and Sherwood,E07000175,358081.023,161.071327,0.21573229,16.4493879,213527.57,159.935975,0.33667269,16.0840417,168339.911,156.283284,0.13075248,15.8101967,115773.316,137.142262,-0.7404627,10.2513822
01/09/2022,Rushcliffe,E07000176,496318.72,162.869302,3.9558011,17.4088674,326019.63,161.86241,4.04960584,17.875687,251755.826,156.992707,3.76873358,16.7804342,165908.73,136.87963,3.18909093,11.3008059
01/09/2022,Cherwell,E07000177,615735.564,150.007322,-0.9064453,14.3799439,368287.744,147.258047,-0.8827898,13.6145495,299807.731,142.97559,-1.1443454,13.2114331,182364.883,125.576323,-1.7537315,7.49678487
01/09/2022,Oxford,E07000178,1017003.07,147.420334,2.6512353,10.6769869,633039.207,146.916418,2.87299214,13.0435704,494568.022,144.381655,2.76253021,13.1084123,305394.808,125.438761,1.91174434,8.14563904
01/09/2022,South Oxfordshire,E07000179,870066.895,163.504874,0.72503295,10.7938914,521044.672,163.067721,0.75755542,11.5093865,415644.598,155.077068,0.37822755,9.25899609,274458.75,139.146551,-0.3123802,5.43370419
01/09/2022,Vale of White Horse,E07000180,701680.922,146.848204,1.84003711,14.017772,417220.832,143.540247,1.87563627,13.1614334,333638.665,138.198411,1.51768279,11.8033324,220596.265,121.694491,0.85980493,7.00328068
01/09/2022,West Oxfordshire,E07000181,664136.564,152.301703,4.2605137,16.2107891,426013.215,150.611213,4.20021266,15.7905033,348034.684,145.352937,3.75654211,14.2472783,220645.224,127.469114,2.98329427,8.52970787
01/09/2022,Mendip,E07000187,552747.765,170.537319,3.81353437,14.7244568,347091.527,168.17183,3.60327363,14.3634835,284942.791,162.982095,3.38967198,13.3287838,166994.949,141.13275,2.65849178,7.00746115
01/09/2022,Sedgemoor,E07000188,465563.279,174.276917,-0.0014837,15.8239002,298576.395,173.129149,-0.0471403,16.1339405,232444.006,170.316405,-0.1775442,15.6205024,143747.331,148.00596,-0.8379737,9.76814912
01/09/2022,South Somerset,E07000189,451612.748,156.713875,1.619931,12.7901896,282264.44,155.774222,1.47041786,12.5563917,231599.249,151.531653,1.19824063,11.9792121,136607.316,131.573557,0.44599278,5.91106156
01/09/2022,Cannock Chase,E07000192,341319.402,166.305087,1.47882363,14.3449844,211596.142,165.03827,1.65287619,14.10244,183490.573,161.539835,1.39036383,14.1918391,109885.157,140.615661,0.72743663,7.48694472
01/09/2022,East Staffordshire,E07000193,365325.553,155.953151,0.10043073,18.9417435,227531.148,152.125233,0.12100043,17.690788,173779.891,149.00087,-0.1004379,16.9274025,104342.226,130.304541,-0.5880574,11.5205948
01/09/2022,Lichfield,E07000194,490568.642,155.553447,1.60483129,14.1987609,282711.248,155.246574,1.74340218,14.0173593,241108.685,151.011833,1.38518352,12.9162784,153907.179,132.23284,0.70360665,7.46814237
01/09/2022,Newcastle-under-Lyme,E07000195,293857.953,154.044672,0.69246544,12.41901,186896.046,154.53737,0.85879418,12.7641933,147443.02,151.361519,0.69787313,12.4411477,129609.099,140.53075,0.14676519,11.3848588
01/09/2022,South Staffordshire,E07000196,436113.599,163.734488,4.56532439,14.399639,270572.323,161.831931,4.58620133,14.5115885,219442.446,158.96421,4.37665879,14.1725302,139814.183,139.461219,3.62528071,8.88476915
01/09/2022,Stafford,E07000197,392430.022,156.417876,0.37032027,18.7219194,246136.512,153.344895,0.40258873,18.2257454,196163.281,150.056449,0.32885001,17.7472559,124616.463,131.087594,-0.4995396,11.8719553
01/09/2022,Staffordshire Moorlands,E07000198,326803.365,161.265356,2.23550557,15.848886,216931.536,160.472388,2.24708209,16.1687461,169533.044,157.612853,2.09336823,15.6102809,111528.49,138.007283,1.46526032,11.9789713
01/09/2022,Tamworth,E07000199,402543.178,176.424583,0.63100381,16.405402,250410.667,174.43596,0.85794097,15.9915308,200421.597,171.506585,0.71164067,15.7798603,122467.925,148.795456,0.23818298,9.45449746
01/09/2022,Babergh,E07000200,525271.595,161.568656,-0.2020544,14.135493,333442.747,158.322199,-0.1563721,13.7832331,260234.092,153.393624,-0.491357,12.6352473,143147.209,138.414587,-0.9167107,8.88601419
01/09/2022,Ipswich,E07000202,421805.583,159.976236,1.37377989,12.4063077,272781.246,159.442852,1.47659733,12.8259069,211877.745,156.296276,1.37061278,12.6769641,152362.82,136.652635,0.79832624,7.90165981
01/09/2022,Mid Suffolk,E07000203,477557.343,164.511509,2.48343012,16.9066626,292585.556,160.793985,2.35166375,15.9863797,244468.21,157.583496,2.01914604,15.6595799,154167.855,138.335188,1.22741077,9.99588487
01/09/2022,Elmbridge,E07000207,1607284.92,147.081368,3.66883521,11.2888489,760738.022,146.909725,3.61944939,14.1698099,590256.545,143.663703,3.4611159,13.7931443,377372.743,125.617885,2.6721965,9.29544762
01/09/2022,Epsom and Ewell,E07000208,1014213.82,152.219298,1.11443021,9.23533039,668065.44,152.664528,1.32259336,10.968607,495943.264,148.862615,1.21527066,10.5580244,324716.396,129.838659,0.42533645,5.9815485
01/09/2022,Guildford,E07000209,981961.7,150.172838,1.51876006,13.2999217,546938.182,150.151324,1.78151412,14.802489,449998.223,145.232118,1.50983908,14.3681595,284068.577,128.0166,0.77351003,8.91677187
01/09/2022,Mole Valley,E07000210,1032990.86,144.838147,2.12069033,12.1132669,598566.245,146.008424,2.30834331,14.6718494,467128.542,142.275103,2.05290276,14.0018147,297931.248,126.115959,1.25859257,9.67861846
01/09/2022,Reigate and Banstead,E07000211,942729.592,148.748457,0.45873151,12.4536671,541792.709,148.893533,0.66318011,13.7781885,436318.305,144.961201,0.44864046,13.299372,277130.523,126.195204,-0.3061701,7.62400355
01/09/2022,Runnymede,E07000212,943211.402,150.108084,1.6134052,13.6100937,534129.532,148.843728,1.56266311,15.0614965,431937.731,144.718275,1.19103745,14.0382455,279894.791,129.579815,0.46239327,11.2561174
01/09/2022,Spelthorne,E07000213,742342.555,145.465163,1.11422247,10.2779793,520416.593,145.617414,1.24522942,11.4353812,414064.79,142.804627,0.94524339,11.2182735,261788.884,127.247591,0.1296946,7.77185032
01/09/2022,Surrey Heath,E07000214,810873.648,148.702455,2.43097696,15.9568074,468380.065,149.70844,2.64841903,17.3871756,386277.796,143.376032,2.29910708,15.8647317,253097.161,127.596065,1.55227319,11.5902731
01/09/2022,Tandridge,E07000215,989737.216,153.877072,1.6467013,12.121309,569283.612,153.924684,1.67408217,13.627462,450919.471,150.317538,1.38786275,12.8146982,278079.791,133.905059,0.47931791,8.94133236
01/09/2022,Waverley,E07000216,989805.221,153.558267,2.40723937,15.9162141,593788.486,153.451512,2.58457127,17.5040337,450828.4,148.594564,2.16714093,16.1968375,287937.679,130.056362,1.34011443,11.1187309
01/09/2022,Woking,E07000217,1067096.76,146.850038,2.3534578,14.0980821,558172.335,147.192957,2.63721061,16.27968,443327.412,143.920924,2.42791453,16.1079239,282183.913,125.375344,1.63852183,10.7361043
01/09/2022,North Warwickshire,E07000218,404533.805,161.971677,1.7426459,11.8071559,252432.676,158.979674,1.72885328,11.2042937,202174.668,154.404154,1.49520927,10.4571406,148093.192,136.508804,0.72121363,5.50421836
01/09/2022,Nuneaton and Bedworth,E07000219,378005.61,173.773332,1.50348106,14.8699921,230665.574,171.594834,1.69576196,14.3450619,183493.826,167.555626,1.62232539,13.6945136,116153.496,148.125612,1.05966677,9.47750821
01/09/2022,Rugby,E07000220,509889.522,175.934588,1.12004668,17.4858548,302925.544,171.882289,1.05854715,16.240985,230647.99,167.042977,0.97349422,15.3128067,147229.555,148.211098,0.34510494,10.9492778
01/09/2022,Stratford-on-Avon,E07000221,636204.696,148.453159,0.8285383,17.5403857,379106.268,145.669776,0.7979639,16.6777908,303258.732,139.76007,0.48381554,15.2384156,193599.587,124.065119,-0.2974055,11.0099617
01/09/2022,Warwick,E07000222,657626.034,155.080162,1.23795893,11.8826491,390698.814,152.760463,1.3076117,12.027677,322562.706,147.709378,1.07626141,11.1449375,218377.539,130.386767,0.42873072,6.90465085
01/09/2022,Adur,E07000223,620691.56,164.819794,1.45815404,12.9377369,453896.503,163.944148,1.45962519,13.3239297,390064.659,162.976203,1.28479458,14.2719398,229449.026,143.176761,0.6062214,9.0574502
01/09/2022,Arun,E07000224,606219.586,162.508711,1.79593917,15.1995446,389345.792,161.483822,1.85335188,15.5959022,318223.893,159.258611,1.70227071,15.8082517,195767.44,137.626017,0.81872057,8.86414875
01/09/2022,Chichester,E07000225,778233.825,154.738445,-0.3657825,17.2436775,466828.53,154.08807,-0.4582475,17.4928319,403101.368,150.532157,-0.6682018,16.9918943,237500.028,132.395691,-1.579315,12.3529257
01/09/2022,Crawley,E07000226,670433.652,149.625094,4.36486894,12.8100729,436618.158,152.582366,4.73783648,15.034904,333341.365,147.707133,4.43040785,13.2959468,207307.443,131.750607,3.83619183,9.15646315
01/09/2022,Horsham,E07000227,761305.983,149.371529,0.0900722,10.607484,469685.772,148.908226,0.09353079,11.2097932,368704.605,143.544498,-0.2406785,9.91762627,217148.615,125.937404,-0.9972918,4.66004878
01/09/2022,Mid Sussex,E07000228,781471.381,152.554559,1.7578127,15.6429842,498606.918,152.193446,1.84597633,16.8938629,386942.227,146.565403,1.50593543,15.120711,238038.137,130.339604,0.63971099,11.417156
01/09/2022,Worthing,E07000229,677363.486,170.750344,0.26196538,15.893338,482454.337,170.22381,0.33339395,16.6426416,387413.809,168.299051,0.08430916,16.9208638,229484.572,148.077018,-0.4614153,11.3579235
01/09/2022,Bromsgrove,E07000234,540280.736,160.877001,1.0683727,12.3591885,328225.74,160.419801,1.22651675,13.2392266,269305.859,155.572492,0.93920823,12.2793166,159754.834,136.449302,0.10104456,7.1789069
01/09/2022,Malvern Hills,E07000235,484955.015,162.275048,1.91683512,12.069528,317352.314,160.698361,1.80024073,11.6371357,253850.308,155.260003,1.53042458,11.0909124,181246.698,141.101349,0.77989276,8.40043878
01/09/2022,Redditch,E07000236,433229.959,168.357325,2.14529554,14.1509707,267038.623,167.956659,2.47205538,14.1574915,209105.141,164.845892,2.28175761,13.8332307,127368.162,145.111062,1.83062609,8.28610571
01/09/2022,Worcester,E07000237,429980.3,154.381675,0.44493829,13.0783454,269173.945,153.883893,0.69519973,13.3403153,218426.139,148.670813,0.42266019,12.796688,142669.18,132.587847,-0.0494768,7.50878501
01/09/2022,Wychavon,E07000238,529027.231,161.216196,2.86289564,15.5589426,313573.46,158.940893,2.91806047,15.2378377,240768.526,154.080249,2.61020697,14.1426139,157795.012,133.877286,1.96265933,8.16497638
01/09/2022,Wyre Forest,E07000239,404641.837,167.386223,3.26406798,14.4181617,250250.925,166.712895,3.39101082,14.8232226,200311.694,163.175811,3.25885237,14.0396269,129092.033,143.172514,2.56713932,8.75753089
01/09/2022,St Albans,E07000240,1220498.03,147.785354,1.53671833,8.03329901,748163.364,148.249261,1.73766818,10.2481864,547000.053,144.021987,1.69482991,9.5286781,332606.718,127.318949,0.81828372,5.81422105
01/09/2022,Welwyn Hatfield,E07000241,984932.464,154.298443,0.43052532,9.11489224,550502.071,155.525534,0.6904268,11.0368684,412391.723,152.615042,0.47985053,10.8935885,256857.577,133.967481,-0.277871,6.7417838
01/09/2022,East Hertfordshire,E07000242,876659.255,155.193392,0.34263412,11.0384326,521321.424,153.795008,0.47952014,11.4314877,416859.393,148.962725,0.13695389,10.6136938,259310.068,130.631432,-0.5586668,5.00828782
01/09/2022,Stevenage,E07000243,683113.047,167.611428,4.23692437,9.97426979,430295.321,167.611859,4.68847638,10.6543564,338480.798,166.130037,4.38802202,10.5387266,203588.807,144.80688,3.56836877,4.76470165
01/09/2022,East Suffolk,E07000244,462583.169,163.684809,2.0571265,17.5964335,297125.1,164.67733,2.03513029,17.7872823,239872.354,165.151295,1.90682778,17.6087341,161160.578,135.462779,1.19959812,11.7830762
01/09/2022,West Suffolk,E07000245,477668.95,155.740258,0.55940221,13.8861525,302574.785,153.719818,0.54586213,14.0440226,252071.583,152.289699,0.32103145,13.2747959,157852.035,133.905477,-0.471264,10.5255685
01/09/2022,Somerset West and Taunton,E07000246,479874.396,158.927047,0.22474564,14.8812526,311612.042,156.627364,0.13492562,14.7814313,246384.162,151.918203,-0.1448041,13.9708348,155155.233,133.680279,-0.8589112,8.66829176
01/09/2022,Bolton,E08000001,332651.009,168.469849,0.67990678,11.7733252,199618.42,168.096275,0.92747313,12.5111101,147858.604,163.544649,0.93407497,11.191662,110745.164,144.865517,0.15572179,6.62218384
01/09/2022,Bury,E08000002,405235.357,177.004701,-0.0738777,10.8633759,261462.146,177.107856,0.17346466,11.7139592,187113.498,172.941729,0.21181161,11.0485951,127955.765,151.799221,-0.4665105,6.70372645
01/09/2022,Manchester,E08000003,441312.848,189.368912,2.56945256,17.4781774,303615.444,188.64389,2.75418307,18.1982549,228503.928,183.839684,2.69068302,17.303633,195649.92,160.896118,2.00641255,13.4995652
01/09/2022,Oldham,E08000004,332695.062,174.647284,0.92498199,12.5491343,210052.496,172.432723,0.94711058,11.6085215,152848.834,168.110276,1.03942374,10.8961198,125996.222,152.022802,0.02522094,7.56737682
01/09/2022,Rochdale,E08000005,334389.4,178.769058,3.64103854,14.5137974,209071.667,178.662458,3.88613197,15.517494,153099.641,172.294615,3.85775521,13.5805023,101626.594,151.526347,3.1139768,8.48979264
01/09/2022,Salford,E08000006,400746.092,186.134784,0.5287551,18.5692003,260796.412,183.828481,0.63734826,18.022199,192504.495,178.248732,0.58379424,16.4596161,162944.27,161.633738,-0.0191987,14.9299404
01/09/2022,Stockport,E08000007,526999.715,175.625971,0.5812598,16.8879137,327362.822,175.254494,0.80508079,18.0771422,234103.391,171.411704,0.82730604,17.6153748,173679.829,151.287634,-0.1289183,12.7267045
01/09/2022,Tameside,E08000008,365685.81,185.996277,2.91749768,14.5943538,235013.269,185.420557,3.06859544,14.8690906,177099.305,180.061808,3.02939899,13.7756161,131345.366,159.709357,2.29571674,8.79574631
01/09/2022,Trafford,E08000009,697901.369,181.809243,1.71166708,13.0587991,415870.78,181.899396,1.9021374,15.7464892,316846.661,178.130621,1.82629063,15.8892946,222945.638,158.123569,1.01352154,11.4512859
01/09/2022,Wigan,E08000010,315193.551,169.609418,1.95239058,16.3105317,190323.895,166.514169,2.12066517,15.1654726,144658.846,162.526946,2.16967339,14.2374343,98178.4414,144.239079,1.51269892,10.1890306
01/09/2022,Knowsley,E08000011,295327.389,168.782097,-0.1874735,9.48801559,183901.183,165.16374,-0.0618859,7.97530298,133565.736,160.990133,-0.2254159,6.62017813,86417.6068,141.573671,-0.7340864,1.41090075
01/09/2022,Liverpool,E08000012,364632.832,173.508431,3.12385764,13.3687429,228319.07,172.641273,3.28817859,14.6296831,161950.303,168.190633,3.30491778,13.7165118,138409.494,150.638507,2.6803131,12.1542522
01/09/2022,St Helens,E08000013,297377.65,166.000547,-1.7529048,13.6055798,186346.849,163.871796,-1.6622677,13.5182096,138607.551,159.255824,-1.7279682,12.2947293,96938.3732,138.910091,-2.4030496,7.13895964
01/09/2022,Sefton,E08000014,387319.508,162.676192,2.31104681,16.6094135,235132.908,161.512114,2.36831501,16.3387399,166951.985,159.979764,2.26481651,16.2352058,124389.737,138.839513,1.51563208,10.9187777
01/09/2022,Wirral,E08000015,363881.044,156.83505,1.44530739,12.6355194,239255.31,156.667107,1.54871783,13.9052502,163393.891,154.360625,1.57810592,13.4009396,125190.284,137.430103,0.60198862,11.3521088
